fighter_name,Height,Weight,Reach,Stance,DOB
Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988"
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,"Oct 31, 1973"
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,"Aug 15, 1972"
Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981"
Katsuya Inoue,"5' 9""",168 lbs.,,Southpaw,"Aug 10, 1979"
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,"Nov 17, 1979"
Kazuhiro Hamanaka,"6' 0""",185 lbs.,,Southpaw,"Oct 24, 1978"
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979"
Kazuhisa Watanabe,"5' 6""",139 lbs.,,,"May 18, 1983"
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987"
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,"Nov 29, 1973"
Kazunori Yokota,"5' 8""",154 lbs.,,Orthodox,"Apr 03, 1978"
Kazuo Misaki,"5' 8""",183 lbs.,,Orthodox,"Apr 25, 1976"
Kazushi Sakuraba,"6' 0""",185 lbs.,,Southpaw,"Jul 14, 1969"
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,"Oct 16, 1970"
Kazuyuki Miyata,"5' 8""",139 lbs.,,Orthodox,
Keenan Raymond,,165 lbs.,,,
Keigo Kunihara,"6' 0""",235 lbs.,,Orthodox,
Keiichiro Yamamiya,"5' 11""",185 lbs.,,Southpaw,"Jul 12, 1972"
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984"
Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 14, 1985"
Keith Berry,"6' 1""",185 lbs.,,,"Oct 25, 1987"
Keith Hackney,"5' 11""",200 lbs.,,Sideways,
Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975"
Keith Mielke,"5' 8""",185 lbs.,,,
Keith Rockel,"6' 0""",185 lbs.,,Orthodox,
Keith Wisniewski,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 25, 1981"
Kelly Dullanty,"5' 8""",155 lbs.,,Orthodox,"Nov 04, 1977"
Kelly Faszholz,"5' 8""",135 lbs.,"67""",Orthodox,"Apr 09, 1985"
Kelly Kobold,"5' 6""",135 lbs.,,Orthodox,"Feb 25, 1983"
Kelly Velasco,"5' 9""",135 lbs.,,Orthodox,"May 21, 1995"
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991"
Kemran Lachinov,,170 lbs.,,,
Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964"
Ken Stone,"5' 8""",135 lbs.,"71""",,"Oct 08, 1982"
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982"
Kengo Ura,"5' 9""",165 lbs.,,,"Jun 20, 1981"
Kengo Watanabe,"6' 4""",220 lbs.,,Orthodox,"Jan 31, 1976"
Kenichi Yamamoto,"6' 0""",170 lbs.,,Orthodox,"Jul 11, 1976"
Kenji Arai,"5' 10""",145 lbs.,,Southpaw,"Oct 05, 1979"
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976"
Kenneth Alexander,"5' 9""",155 lbs.,,Orthodox,"Sep 25, 1977"
Kenneth Bergh,"6' 2""",205 lbs.,"76""",Orthodox,"Jun 26, 1989"
Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976"
Kenny Giddens,"5' 11""",155 lbs.,,,
Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984"
Kenyon Jackson,"6' 0""",185 lbs.,,,
Kerry Schall,"6' 2""",265 lbs.,,Orthodox,"Aug 09, 1971"
Kerry Vera,"5' 7""",135 lbs.,,Orthodox,
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,
Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
Kevin Aguilar,"5' 7""",145 lbs.,"73""",Orthodox,"Sep 07, 1988"
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980"
Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981"
Kevin Engel,"6' 2""",170 lbs.,,,
Kevin Ferguson,"6' 2""",235 lbs.,,Orthodox,"Feb 08, 1974"
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985"
Kevin Haley,"6' 2""",205 lbs.,,,
Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992"
Kevin Jackson,"5' 10""",199 lbs.,,Switch,
Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,"Dec 31, 1970"
Kevin Knabjian,"5' 10""",170 lbs.,,Orthodox,"Jul 05, 1984"
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992"
Kevin Randleman,"5' 10""",205 lbs.,,Orthodox,"Aug 10, 1971"
Kevin Roddy,"5' 11""",145 lbs.,,,
Kevin Rosier,"6' 4""",275 lbs.,,Orthodox,
Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984"
Kevin Syler,"5' 9""",155 lbs.,,,"Jul 29, 1993"
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988"
Khadis Ibragimov,"6' 2""",205 lbs.,,,"May 21, 1995"
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993"
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992"
Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990"
Khomkrit Niimi,"5' 2""",125 lbs.,,,
Kier Gooch,,155 lbs.,,,"Apr 21, 1986"
Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981"
Kim Couture,"5' 8""",135 lbs.,,Orthodox,"Dec 18, 1975"
Kim In Seok,"5' 6""",145 lbs.,,Orthodox,
Kimo Leopoldo,"6' 3""",235 lbs.,,Orthodox,"Jan 05, 1968"
Kin Moy,"5' 5""",135 lbs.,,,
Kiril Sidelnikov,"5' 11""",230 lbs.,,,"Aug 17, 1988"
Kit Cope,"6' 0""",170 lbs.,,Orthodox,"Mar 17, 1977"
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,"Dec 17, 1969"
Klayton Mai,"5' 9""",125 lbs.,,,"Nov 30, 1986"
Klidson Abreu,"6' 0""",235 lbs.,"74""",Orthodox,"Dec 24, 1992"
Koichiro Matsumoto,"5' 7""",145 lbs.,,,"Mar 07, 1986"
Koji Kitao,"6' 7""",350 lbs.,,Southpaw,"Oct 12, 1963"
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,"May 31, 1977"
Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,"Jan 31, 1983"
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,"May 27, 1977"
Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981"
Krishaun Gilmore,,,,,
Kristian Rothaermel,"6' 0""",205 lbs.,,Open Stance,"Jan 31, 1972"
Kristof Midoux,"6' 1""",220 lbs.,,Orthodox,"Jul 30, 1974"
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988"
Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989"
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977"
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,"Mar 24, 1979"
Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976"
Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986"
Kurt Osiander,,185 lbs.,,,
Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979"
Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989"
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987"
Kyle Bolt,"6' 2""",185 lbs.,,,
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982"
Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993"
Kyle Dietz,"5' 8""",135 lbs.,,Orthodox,"Apr 29, 1986"
Kyle Jensen,"5' 9""",170 lbs.,,Orthodox,"Jul 20, 1979"
Kyle Kingsbury,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982"
Kyle Kurtz,,170 lbs.,,,
Kyle Levinton,,,,,
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991"
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980"
Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989"
Kyle Stewart,"6' 2""",170 lbs.,"76""",Orthodox,"Jan 31, 1989"
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,
Kyle Watson,"6' 0""",155 lbs.,,,"Aug 09, 1979"
Kyler Phillips,"5' 8""",135 lbs.,,Orthodox,"Jun 12, 1995"
Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990"
Kyosuke Sasaki,"5' 7""",183 lbs.,,Southpaw,
Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987"
LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980"
Lacey Schuckman,"5' 3""",125 lbs.,,,
Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988"
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,"Nov 20, 1970"
Lance Lawrence,"6' 0""",145 lbs.,,,"Jun 26, 1993"
Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992"
Landon Showalter,"6' 0""",185 lbs.,,,"Jun 14, 1976"
Larissa Pacheco,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 07, 1994"
Larry Cureton,"6' 2""",240 lbs.,,Orthodox,
Larry Parker,"5' 11""",205 lbs.,,Orthodox,
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993"
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991"
Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983"
Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977"
Laverne Clark,"5' 11""",170 lbs.,,Orthodox,"Dec 02, 1973"
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989"
Leah Letson,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992"
Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983"
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985"
Lee Brousseau,"6' 1""",205 lbs.,,,"Oct 04, 1974"
Lee Gibson,"5' 7""",155 lbs.,,,
Lee Higgins,,155 lbs.,,,"Jul 14, 1980"
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,
Lee Murray,"6' 3""",185 lbs.,,Orthodox,"Sep 12, 1977"
Leigh Remedios,"5' 7""",155 lbs.,,Orthodox,"Jan 13, 1976"
Leiticia Pestova,"5' 6""",135 lbs.,,Orthodox,"Jan 15, 1984"
Lemont Davis,"5' 8""",170 lbs.,,Orthodox,
Len Bentley,"5' 9""",155 lbs.,,,"Nov 30, 1982"
Leo Kuntz,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 03, 1983"
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,"Sep 03, 1973"
Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991"
Leon Shahbazyan,"6' 4""",170 lbs.,"77""",Orthodox,"Nov 18, 1995"
Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 14, 1979"
Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982"
Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989"
Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992"
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980"
Leonardo Silva,"6' 2""",185 lbs.,,Orthodox,"Apr 23, 1992"
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982"
Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989"
Levi Alford,,,,,
Levi Avera,"6' 1""",170 lbs.,,,"May 17, 1982"
Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,"Sep 19, 1987"
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988"
Liam McGeary,"6' 6""",205 lbs.,,,"Oct 04, 1982"
Liana Jojua,"5' 4""",135 lbs.,,,"Mar 22, 1995"
Lina Kvokov,"5' 9""",135 lbs.,,Orthodox,
Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982"
Linton Vassell,"6' 4""",205 lbs.,,,"Jun 03, 1983"
Lionel Lanham,,205 lbs.,,,"Aug 31, 1980"
Lisa Ellis,"5' 4""",115 lbs.,"62""",,"Nov 15, 1982"
Lissette Neri,"5' 2""",145 lbs.,,,"Aug 05, 1987"
Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993"
Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,"Mar 11, 1991"
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984"
Lloyd Van Dams,"6' 1""",240 lbs.,,Southpaw,"Mar 05, 1972"
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,"May 07, 1973"
Logan Clark,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1985"
Logan Nail,,185 lbs.,,,"Jun 20, 1989"
Lolohea Mahe,,,,,
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986"
Lorenzo Hood,"6' 3""",265 lbs.,,,
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984"
Louis Jauregui,"5' 7""",170 lbs.,,,
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991"
Louis Taylor,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979"
Lowell Anderson,"5' 6""",160 lbs.,,Orthodox,
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993"
Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993"
Luc Bondole,"6' 2""",205 lbs.,,,
Lucas Gamaza,,170 lbs.,,,
Lucas Lopes,"6' 2""",185 lbs.,,,"Oct 05, 1979"
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988"
Lucas Stark,,155 lbs.,,,
Luciano Azevedo,"6' 3""",161 lbs.,,Orthodox,"Jun 25, 1981"
Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994"
Lucio Linhares,"6' 2""",185 lbs.,,Orthodox,"Dec 08, 1973"
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
Luigi Vendramini,"5' 8""",170 lbs.,,Orthodox,"Jan 16, 1996"
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993"
Luis Mendoza,,155 lbs.,,,
Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993"
Luis Ramos,"5' 8""",170 lbs.,,Orthodox,"Jan 18, 1981"
Luis Santos,"6' 1""",170 lbs.,,Southpaw,
Luiz Azeredo,"5' 9""",154 lbs.,,Orthodox,"Jun 10, 1976"
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981"
Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982"
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,"Mar 18, 1982"
Lukasz Les,,170 lbs.,,,"Nov 05, 1981"
Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990"
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988"
Luke Caudillo,"5' 7""",155 lbs.,,Orthodox,"Nov 30, 1980"
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980"
Luke Flores,"6' 0""",155 lbs.,,Southpaw,"Mar 17, 1988"
Luke Hartwig,,,,,
Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988"
Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984"
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,
Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981"
Lumumba Sayers,"6' 0""",185 lbs.,,,"Jun 30, 1978"
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,"Feb 05, 1979"
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985"
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978"
Mabelly Lima,"5' 2""",135 lbs.,,Orthodox,"Jan 25, 1994"
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980"
Maciej Jewtuszko,"6' 0""",155 lbs.,,Southpaw,"Jan 31, 1981"
Mack Brewer,,205 lbs.,,,
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980"
Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993"
Macy Chiasson,"5' 11""",135 lbs.,"72""",,"Jul 27, 1991"
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994"
Magno Almeida,"6' 0""",155 lbs.,,,"Jun 06, 1985"
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982"
Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992"
Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988"
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988"
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982"
Maiara Amanajas dos Santos,"5' 5""",115 lbs.,,Southpaw,"Jul 11, 1987"
Maiju Kujala,,135 lbs.,,,
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,"Mar 08, 1981"
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988"
Maka Watson,,155 lbs.,,,"Sep 22, 1984"
Maki Pitolo,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 24, 1990"
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,"Dec 08, 1979"
Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988"
Mal Foki,"5' 7""",220 lbs.,,Orthodox,
Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994"
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981"
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993"
Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,"Apr 25, 1985"
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981"
Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986"
Marc Cofer,,185 lbs.,,,"Mar 03, 1972"
Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993"
Marc Stevens,"5' 9""",155 lbs.,,,
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990"
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985"
Marcelo Aguiar,"5' 10""",170 lbs.,,Orthodox,
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,"Nov 27, 1977"
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992"
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983"
Marcelo Mello,"5' 7""",170 lbs.,,Southpaw,
Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989"
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992"
Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988"
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985"
Marcin Wrzosek,"5' 9""",155 lbs.,,,"Oct 14, 1987"
Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989"
Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,"Apr 24, 1978"
Marcio Navarro,"6' 0""",155 lbs.,,,"Sep 17, 1978"
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986"
Marco Ruas,"6' 1""",210 lbs.,,Orthodox,"Jan 23, 1961"
Marcos Bonilla,"5' 10""",145 lbs.,,,
Marcos Conrado Jr.,"6' 2""",220 lbs.,,Orthodox,"Mar 14, 1982"
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,"Jun 23, 1981"
Marcos Mariano,"6' 1""",155 lbs.,,Switch,"Oct 12, 1986"
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985"
Marcos Vinicius,"5' 9""",125 lbs.,"70""",Orthodox,"Dec 05, 1979"
Marcos da Matta,"5' 4""",145 lbs.,,,"Mar 18, 1973"
Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973"
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973"
Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975"
Marcus Jones,"6' 6""",265 lbs.,,Orthodox,"Aug 15, 1973"
Marcus Kowal,,135 lbs.,,,
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
Marcus Silveira,"6' 3""",242 lbs.,,Orthodox,
Maria Oliveira,"5' 5""",115 lbs.,,Orthodox,"Dec 12, 1996"
Maria Rios,"5' 5""",125 lbs.,,,"May 31, 1983"
Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987"
Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,"Jul 01, 1993"
Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979"
Mario Neto,"6' 0""",229 lbs.,,Orthodox,
Mario Rivera,,,,,
Mario Soto,"6' 0""",145 lbs.,,,
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,"Sep 28, 1966"
Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977"
Marius Enache,"5' 11""",155 lbs.,,,"Oct 16, 1975"
Marius Zaromskis,"5' 9""",170 lbs.,,Orthodox,"Jul 30, 1980"
Mariya Agapova,,125 lbs.,,,
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981"
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986"
Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964"
Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994"
Mark Dickman,"5' 9""",145 lbs.,,,"Jul 19, 1984"
Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986"
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
Mark Hall,"6' 0""",190 lbs.,,Orthodox,
Mark Holst,"6' 0""",155 lbs.,,Orthodox,"Aug 14, 1985"
Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982"
Mark Hughes,"5' 9""",205 lbs.,,Southpaw,"Oct 13, 1973"
Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974"
Mark Kerr,"6' 3""",266 lbs.,,Switch,"Dec 21, 1968"
Mark Munoz,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978"
Mark Robinson,"6' 0""",265 lbs.,,Orthodox,
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,
Mark Schultz,"5' 9""",200 lbs.,,Orthodox,
Mark Vorgeas,"5' 10""",135 lbs.,,,
Mark Weir,"6' 2""",185 lbs.,,Southpaw,"Sep 19, 1967"
Marko Damiani,"6' 0""",170 lbs.,,,
Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988"
Marloes Coenen,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981"
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
Marlon Sims,,170 lbs.,,,
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
Marques Daniels,,155 lbs.,,,
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993"
Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991"
Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988"
Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982"
Martin Svensson,"6' 1""",155 lbs.,"72""",,"Apr 25, 1985"
Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971"
Marvin Maldonado,"5' 6""",135 lbs.,,,
Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
Masaaki Satake,"6' 1""",220 lbs.,,Orthodox,"Aug 17, 1965"
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,"Mar 13, 1969"
Masakatsu Okuda,,,,,
Masakazu Imanari,"5' 4""",139 lbs.,,Southpaw,"Feb 10, 1976"
Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982"
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
Mason Fowler,"5' 11""",170 lbs.,,,
