R_fighter;B_fighter;R_KD;B_KD;R_SIG_STR.;B_SIG_STR.;R_SIG_STR_pct;B_SIG_STR_pct;R_TOTAL_STR.;B_TOTAL_STR.;R_TD;B_TD;R_TD_pct;B_TD_pct;R_SUB_ATT;B_SUB_ATT;R_PASS;B_PASS;R_REV;B_REV;R_HEAD;B_HEAD;R_BODY;B_BODY;R_LEG;B_LEG;R_DISTANCE;B_DISTANCE;R_CLINCH;B_CLINCH;R_GROUND;B_GROUND;win_by;last_round;last_round_time;Format;Referee;date;location;Fight_type;Winner
Thibault Gouti;Andrew Holbrook;1;0;41 of 86;22 of 54;47%;40%;43 of 88;22 of 54;0 of 0;0 of 6;0%;0%;0;0;0;0;0;0;37 of 77;14 of 39;3 of 6;6 of 12;1 of 3;2 of 3;24 of 54;19 of 49;13 of 24;3 of 5;4 of 8;0 of 0;KO/TKO;1;4:28;3 Rnd (5-5-5);Neil Hall;September 02, 2017;Rotterdam, Zuid-Holland, Netherlands;Lightweight Bout;Thibault Gouti
Sergio Pettis;Brandon Moreno;0;0;76 of 235;45 of 161;32%;27%;84 of 244;70 of 193;0 of 1;4 of 8;0%;50%;0;0;0;1;0;0;55 of 203;26 of 130;11 of 17;12 of 19;10 of 15;7 of 12;72 of 230;38 of 147;2 of 2;1 of 4;2 of 3;6 of 10;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;August 05, 2017;Mexico City, Distrito Federal, Mexico;Flyweight Bout;Sergio Pettis
Randa Markos;Alexa Grasso;0;0;45 of 113;64 of 157;39%;40%;71 of 141;121 of 224;4 of 11;0 of 0;36%;0%;0;0;5;1;1;1;40 of 106;44 of 133;5 of 7;7 of 10;0 of 0;13 of 14;29 of 91;47 of 137;6 of 9;13 of 16;10 of 13;4 of 4;Decision - Split;3;5:00;3 Rnd (5-5-5);Jerin Valel;August 05, 2017;Mexico City, Distrito Federal, Mexico;Women's Strawweight Bout;Alexa Grasso
Alan Jouban;Niko Price;0;1;5 of 9;10 of 19;55%;52%;5 of 9;10 of 19;0 of 0;0 of 0;0%;0%;0;0;0;1;0;0;3 of 7;6 of 15;1 of 1;1 of 1;1 of 1;3 of 3;5 of 9;6 of 13;0 of 0;0 of 0;0 of 0;4 of 6;KO/TKO;1;1:44;3 Rnd (5-5-5);Gary Copeland;August 05, 2017;Mexico City, Distrito Federal, Mexico;Welterweight Bout;Niko Price
Martin Bravo;Humberto Bandenay;0;1;1 of 3;5 of 7;33%;71%;1 of 3;5 of 7;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;0 of 1;3 of 5;1 of 1;1 of 1;0 of 1;1 of 1;1 of 3;3 of 5;0 of 0;0 of 0;0 of 0;2 of 2;KO/TKO;1;0:26;3 Rnd (5-5-5);Jerin Valel;August 05, 2017;Mexico City, Distrito Federal, Mexico;Featherweight Bout;Humberto Bandenay
Sam Alvey;Rashad Evans;0;0;40 of 87;17 of 45;45%;37%;51 of 99;28 of 58;0 of 0;2 of 8;0%;25%;0;0;0;0;0;0;24 of 69;8 of 32;16 of 18;5 of 9;0 of 0;4 of 4;20 of 62;15 of 43;20 of 25;2 of 2;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;August 05, 2017;Mexico City, Distrito Federal, Mexico;Middleweight Bout;Sam Alvey
Alejandro Perez;Andre Soukhamthath;0;3;44 of 141;43 of 107;31%;40%;97 of 195;44 of 108;1 of 6;0 of 0;16%;0%;0;0;1;0;0;0;22 of 107;26 of 86;6 of 9;9 of 11;16 of 25;8 of 10;38 of 128;42 of 102;3 of 7;1 of 5;3 of 6;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Kevin MacDonald;August 05, 2017;Mexico City, Distrito Federal, Mexico;Bantamweight Bout;Alejandro Perez
Bradley Scott;Jack Hermansson;0;0;0 of 4;38 of 54;0%;70%;0 of 4;49 of 65;0 of 0;1 of 1;0%;100%;1;0;0;2;0;0;0 of 3;35 of 49;0 of 1;0 of 1;0 of 0;3 of 4;0 of 4;4 of 6;0 of 0;0 of 0;0 of 0;34 of 48;KO/TKO;1;3:50;3 Rnd (5-5-5);Bladimir Puga;August 05, 2017;Mexico City, Distrito Federal, Mexico;Middleweight Bout;Jack Hermansson
Dustin Ortiz;Hector Sandoval;1;0;8 of 10;1 of 6;80%;16%;8 of 10;1 of 6;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;7 of 9;1 of 6;1 of 1;0 of 0;0 of 0;0 of 0;4 of 6;1 of 6;0 of 0;0 of 0;4 of 4;0 of 0;KO/TKO;1;0:15;3 Rnd (5-5-5);Jerin Valel;August 05, 2017;Mexico City, Distrito Federal, Mexico;Flyweight Bout;Dustin Ortiz
Henry Briones;Rani Yahya;0;0;0 of 0;3 of 4;0%;75%;9 of 10;14 of 15;0 of 0;1 of 2;0%;50%;0;2;0;2;0;0;0 of 0;1 of 2;0 of 0;0 of 0;0 of 0;2 of 2;0 of 0;2 of 3;0 of 0;0 of 0;0 of 0;1 of 1;Submission;1;2:01;3 Rnd (5-5-5);Kevin MacDonald;August 05, 2017;Mexico City, Distrito Federal, Mexico;Bantamweight Bout;Rani Yahya
Jose Quinonez;Diego Rivas;0;0;59 of 112;27 of 76;52%;35%;70 of 125;29 of 78;1 of 4;1 of 1;25%;100%;0;2;2;1;0;1;34 of 81;11 of 51;11 of 17;6 of 12;14 of 14;10 of 13;48 of 92;25 of 74;1 of 4;1 of 1;10 of 16;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;August 05, 2017;Mexico City, Distrito Federal, Mexico;Bantamweight Bout;Jose Quinonez
Joseph Morales;Roberto Sanchez;1;0;12 of 22;2 of 6;54%;33%;15 of 26;12 of 19;0 of 0;1 of 1;0%;100%;1;0;1;0;0;0;12 of 22;2 of 5;0 of 0;0 of 1;0 of 0;0 of 0;1 of 4;1 of 3;1 of 2;0 of 0;10 of 16;1 of 3;Submission;1;3:56;3 Rnd (5-5-5);Bladimir Puga;August 05, 2017;Mexico City, Distrito Federal, Mexico;Flyweight Bout;Joseph Morales
Alvaro Herrera;Jordan Rinaldi;0;0;2 of 7;6 of 12;28%;50%;2 of 7;7 of 13;0 of 0;0 of 0;0%;0%;1;1;0;1;0;0;2 of 7;3 of 5;0 of 0;0 of 3;0 of 0;3 of 4;2 of 7;6 of 12;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;2:01;3 Rnd (5-5-5);Gary Copeland;August 05, 2017;Mexico City, Distrito Federal, Mexico;Lightweight Bout;Jordan Rinaldi
Daniel Cormier;Jon Jones;0;1;58 of 140;95 of 165;41%;57%;60 of 142;95 of 165;0 of 3;0 of 3;0%;0%;0;0;0;0;0;0;29 of 99;33 of 74;12 of 16;32 of 43;17 of 25;30 of 48;46 of 123;76 of 142;12 of 17;4 of 6;0 of 0;15 of 17;Overturned;3;3:01;5 Rnd (5-5-5-5-5);John McCarthy;July 29, 2017;Anaheim, California, USA;UFC Light Heavyweight Title Bout;
Tyron Woodley;Demian Maia;1;0;57 of 153;28 of 89;37%;31%;57 of 153;29 of 90;0 of 0;0 of 21;0%;0%;0;0;0;0;0;0;40 of 131;23 of 83;13 of 18;2 of 3;4 of 4;3 of 3;56 of 152;26 of 87;1 of 1;2 of 2;0 of 0;0 of 0;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;July 29, 2017;Anaheim, California, USA;UFC Welterweight Title Bout;Tyron Woodley
Cris Cyborg;Tonya Evinger;1;0;74 of 143;32 of 85;51%;37%;75 of 144;34 of 87;0 of 1;1 of 4;0%;25%;0;0;0;0;0;0;38 of 99;13 of 54;15 of 22;9 of 17;21 of 22;10 of 14;58 of 115;28 of 78;11 of 22;4 of 7;5 of 6;0 of 0;KO/TKO;3;1:56;5 Rnd (5-5-5-5-5);Mike Beltran;July 29, 2017;Anaheim, California, USA;UFC Women's Featherweight Title Bout;Cris Cyborg
Robbie Lawler;Donald Cerrone;0;0;77 of 156;82 of 166;49%;49%;85 of 164;99 of 185;0 of 1;1 of 10;0%;10%;0;0;0;2;0;0;47 of 116;50 of 127;28 of 37;26 of 32;2 of 3;6 of 7;35 of 101;56 of 125;42 of 55;25 of 40;0 of 0;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;July 29, 2017;Anaheim, California, USA;Welterweight Bout;Robbie Lawler
Jimi Manuwa;Volkan Oezdemir;0;0;2 of 4;12 of 19;50%;63%;2 of 4;13 of 20;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;0 of 2;10 of 17;1 of 1;1 of 1;1 of 1;1 of 1;0 of 2;3 of 7;2 of 2;8 of 9;0 of 0;1 of 3;KO/TKO;1;0:42;3 Rnd (5-5-5);Jason Herzog;July 29, 2017;Anaheim, California, USA;Light Heavyweight Bout;Volkan Oezdemir
Ricardo Lamas;Jason Knight;0;0;42 of 62;8 of 35;67%;22%;43 of 63;18 of 45;1 of 1;0 of 1;100%;0%;0;0;2;0;0;0;37 of 55;7 of 33;2 of 4;1 of 1;3 of 3;0 of 1;25 of 40;5 of 26;7 of 9;2 of 7;10 of 13;1 of 2;KO/TKO;1;4:34;3 Rnd (5-5-5);Mike Beltran;July 29, 2017;Anaheim, California, USA;Featherweight Bout;Ricardo Lamas
Aljamain Sterling;Renan Barao;0;0;71 of 121;19 of 85;58%;22%;112 of 166;65 of 138;1 of 1;2 of 3;100%;66%;0;0;1;3;0;0;41 of 81;10 of 65;15 of 23;6 of 13;15 of 17;3 of 7;36 of 82;9 of 70;7 of 8;2 of 2;28 of 31;8 of 13;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;July 29, 2017;Anaheim, California, USA;Catch Weight Bout;Aljamain Sterling
Brian Ortega;Renato Moicano;0;0;65 of 220;109 of 252;29%;43%;65 of 220;111 of 254;0 of 2;2 of 2;0%;100%;1;0;0;0;0;0;49 of 198;91 of 229;14 of 19;8 of 13;2 of 3;10 of 10;64 of 217;109 of 252;1 of 3;0 of 0;0 of 0;0 of 0;Submission;3;2:59;3 Rnd (5-5-5);Jason Herzog;July 29, 2017;Anaheim, California, USA;Featherweight Bout;Brian Ortega
Andre Fili;Calvin Kattar;0;0;73 of 202;75 of 160;36%;46%;75 of 205;80 of 166;0 of 2;2 of 3;0%;66%;0;0;0;0;0;0;51 of 173;55 of 137;9 of 14;8 of 10;13 of 15;12 of 13;70 of 193;66 of 143;3 of 9;1 of 5;0 of 0;8 of 12;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;July 29, 2017;Anaheim, California, USA;Featherweight Bout;Calvin Kattar
Kailin Curran;Alexandra Albu;0;0;86 of 157;82 of 181;54%;45%;153 of 232;109 of 221;1 of 3;5 of 8;33%;62%;0;0;2;2;1;0;62 of 127;60 of 150;17 of 22;20 of 29;7 of 8;2 of 2;60 of 118;47 of 138;13 of 19;20 of 25;13 of 20;15 of 18;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;July 29, 2017;Anaheim, California, USA;Women's Strawweight Bout;Alexandra Albu
Eric Shelton;Jarred Brooks;0;0;31 of 87;27 of 80;35%;33%;65 of 123;32 of 87;1 of 2;5 of 8;50%;62%;1;1;0;1;0;0;26 of 79;15 of 66;5 of 8;7 of 9;0 of 0;5 of 5;19 of 73;20 of 72;1 of 2;2 of 3;11 of 12;5 of 5;Decision - Split;3;5:00;3 Rnd (5-5-5);Mike Beltran;July 29, 2017;Anaheim, California, USA;Flyweight Bout;Jarred Brooks
Joshua Burkman;Drew Dober;0;1;11 of 18;15 of 29;61%;51%;11 of 18;20 of 34;0 of 1;0 of 1;0%;0%;0;0;0;0;0;0;4 of 7;5 of 17;4 of 6;4 of 6;3 of 5;6 of 6;7 of 14;9 of 21;4 of 4;5 of 7;0 of 0;1 of 1;KO/TKO;1;3:04;3 Rnd (5-5-5);Jason Herzog;July 29, 2017;Anaheim, California, USA;Lightweight Bout;Drew Dober
Chris Weidman;Kelvin Gastelum;0;1;36 of 76;26 of 47;47%;55%;75 of 124;28 of 50;7 of 13;0 of 0;53%;0%;2;0;5;0;0;0;25 of 59;21 of 42;6 of 12;4 of 4;5 of 5;1 of 1;24 of 59;14 of 34;6 of 9;2 of 3;6 of 8;10 of 10;Submission;3;3:45;5 Rnd (5-5-5-5-5);John McCarthy;July 22, 2017;Uniondale, New York, USA;Middleweight Bout;Chris Weidman
Dennis Bermudez;Darren Elkins;0;0;69 of 160;70 of 154;43%;45%;101 of 194;99 of 189;1 of 6;3 of 10;16%;30%;0;2;0;2;0;0;39 of 126;42 of 119;18 of 21;24 of 31;12 of 13;4 of 4;47 of 125;34 of 107;22 of 34;33 of 44;0 of 1;3 of 3;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;July 22, 2017;Uniondale, New York, USA;Featherweight Bout;Darren Elkins
Patrick Cummins;Gian Villante;0;0;86 of 182;72 of 196;47%;36%;92 of 188;85 of 210;1 of 11;0 of 0;9%;0%;0;0;0;0;0;0;70 of 163;66 of 189;7 of 9;3 of 4;9 of 10;3 of 3;74 of 164;67 of 189;12 of 18;0 of 1;0 of 0;5 of 6;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;July 22, 2017;Uniondale, New York, USA;Light Heavyweight Bout;Patrick Cummins
Jimmie Rivera;Thomas Almeida;2;0;70 of 160;72 of 167;43%;43%;75 of 165;72 of 167;2 of 6;0 of 0;33%;0%;0;0;0;0;0;0;38 of 114;36 of 121;17 of 29;13 of 20;15 of 17;23 of 26;58 of 146;67 of 160;8 of 10;5 of 7;4 of 4;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;July 22, 2017;Uniondale, New York, USA;Bantamweight Bout;Jimmie Rivera
Lyman Good;Elizeu Zaleski dos Santos;0;0;75 of 165;83 of 219;45%;37%;89 of 182;84 of 220;1 of 1;1 of 7;100%;14%;0;0;0;0;0;0;57 of 146;56 of 181;15 of 16;13 of 22;3 of 3;14 of 16;54 of 140;67 of 198;20 of 24;16 of 21;1 of 1;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;July 22, 2017;Uniondale, New York, USA;Welterweight Bout;Elizeu Zaleski dos Santos
Rafael Natal;Eryk Anders;0;1;14 of 23;23 of 29;60%;79%;15 of 24;23 of 29;0 of 1;1 of 2;0%;50%;0;0;0;2;0;0;8 of 16;22 of 28;2 of 3;1 of 1;4 of 4;0 of 0;13 of 20;10 of 13;1 of 3;2 of 2;0 of 0;11 of 14;KO/TKO;1;2:54;3 Rnd (5-5-5);Keith Peterson;July 22, 2017;Uniondale, New York, USA;Middleweight Bout;Eryk Anders
Ryan LaFlare;Alex Oliveira;0;1;5 of 14;8 of 21;35%;38%;8 of 17;8 of 21;0 of 2;0 of 1;0%;0%;0;1;2;0;0;0;2 of 10;4 of 17;3 of 4;1 of 1;0 of 0;3 of 3;2 of 11;6 of 18;0 of 0;2 of 2;3 of 3;0 of 1;KO/TKO;2;1:50;3 Rnd (5-5-5);John McCarthy;July 22, 2017;Uniondale, New York, USA;Welterweight Bout;Alex Oliveira
Damian Grabowski;Chase Sherman;0;0;68 of 188;111 of 228;36%;48%;69 of 190;112 of 229;0 of 5;0 of 0;0%;0%;0;0;0;0;0;0;40 of 150;61 of 168;15 of 19;21 of 26;13 of 19;29 of 34;58 of 173;97 of 211;10 of 15;14 of 17;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;July 22, 2017;Uniondale, New York, USA;Heavyweight Bout;Chase Sherman
Kyle Bochniak;Jeremy Kennedy;0;0;23 of 54;41 of 94;42%;43%;43 of 76;59 of 118;0 of 0;8 of 14;0%;57%;0;0;0;4;0;0;13 of 43;30 of 82;3 of 3;6 of 7;7 of 8;5 of 5;22 of 51;13 of 44;0 of 0;7 of 11;1 of 3;21 of 39;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;July 22, 2017;Uniondale, New York, USA;Featherweight Bout;Jeremy Kennedy
Brian Kelleher;Marlon Vera;0;0;8 of 16;5 of 15;50%;33%;14 of 22;5 of 15;1 of 3;0 of 0;33%;0%;0;2;0;0;0;0;2 of 7;2 of 11;3 of 3;2 of 3;3 of 6;1 of 1;5 of 12;4 of 14;3 of 4;1 of 1;0 of 0;0 of 0;Submission;1;2:18;3 Rnd (5-5-5);Keith Peterson;July 22, 2017;Uniondale, New York, USA;Bantamweight Bout;Marlon Vera
Tim Johnson;Junior Albini;0;1;19 of 41;21 of 35;46%;60%;25 of 50;28 of 42;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;7 of 24;11 of 23;2 of 5;9 of 11;10 of 12;1 of 1;8 of 26;12 of 24;11 of 15;7 of 8;0 of 0;2 of 3;KO/TKO;1;2:51;3 Rnd (5-5-5);John McCarthy;July 22, 2017;Uniondale, New York, USA;Heavyweight Bout;Junior Albini
Shane Burgos;Godofredo Pepey;3;0;102 of 197;51 of 177;51%;28%;144 of 243;52 of 178;1 of 1;0 of 14;100%;0%;0;0;0;0;0;0;87 of 179;40 of 159;9 of 12;9 of 16;6 of 6;2 of 2;77 of 164;49 of 174;13 of 16;2 of 3;12 of 17;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;July 22, 2017;Uniondale, New York, USA;Featherweight Bout;Shane Burgos
Frankie Perez;Chris Wade;0;0;22 of 63;23 of 43;34%;53%;53 of 99;51 of 79;3 of 5;3 of 8;60%;37%;0;2;0;7;0;1;6 of 40;16 of 31;7 of 13;6 of 8;9 of 10;1 of 4;12 of 50;12 of 30;2 of 4;2 of 2;8 of 9;9 of 11;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;July 22, 2017;Uniondale, New York, USA;Lightweight Bout;Chris Wade
Gunnar Nelson;Santiago Ponzinibbio;0;1;5 of 7;7 of 12;71%;58%;5 of 7;7 of 12;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;4 of 6;7 of 12;0 of 0;0 of 0;1 of 1;0 of 0;5 of 7;4 of 9;0 of 0;0 of 0;0 of 0;3 of 3;KO/TKO;1;1:22;5 Rnd (5-5-5-5-5);Leon Roberts;July 16, 2017;Glasgow, Scotland, United Kingdom;Welterweight Bout;Santiago Ponzinibbio
Joanne Calderwood;Cynthia Calvillo;0;0;63 of 176;54 of 111;35%;48%;68 of 181;62 of 119;0 of 0;2 of 5;0%;40%;0;2;0;2;1;0;19 of 105;21 of 51;18 of 37;24 of 36;26 of 34;9 of 24;61 of 172;48 of 103;2 of 4;4 of 5;0 of 0;2 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;July 16, 2017;Glasgow, Scotland, United Kingdom;Women's Strawweight Bout;Cynthia Calvillo
Stevie Ray;Paul Felder;0;1;5 of 9;23 of 35;55%;65%;11 of 15;28 of 41;0 of 1;0 of 0;0%;0%;0;0;0;1;0;0;2 of 6;14 of 24;2 of 2;7 of 9;1 of 1;2 of 2;2 of 4;4 of 7;3 of 5;7 of 10;0 of 0;12 of 18;KO/TKO;1;3:57;3 Rnd (5-5-5);Grant Waterman;July 16, 2017;Glasgow, Scotland, United Kingdom;Lightweight Bout;Paul Felder
Jack Marshman;Ryan Janes;0;0;75 of 217;83 of 189;34%;43%;83 of 225;119 of 227;0 of 0;0 of 0;0%;0%;0;0;0;0;0;0;55 of 178;58 of 152;11 of 29;21 of 32;9 of 10;4 of 5;73 of 214;68 of 171;2 of 3;15 of 18;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Rich Mitchell;July 16, 2017;Glasgow, Scotland, United Kingdom;Middleweight Bout;Jack Marshman
Khalil Rountree Jr.;Paul Craig;1;0;15 of 47;17 of 29;31%;58%;15 of 47;17 of 29;0 of 0;0 of 1;0%;0%;0;0;0;0;0;0;14 of 43;1 of 6;1 of 4;3 of 4;0 of 0;13 of 19;13 of 42;17 of 29;0 of 0;0 of 0;2 of 5;0 of 0;KO/TKO;1;4:56;3 Rnd (5-5-5);Leon Roberts;July 16, 2017;Glasgow, Scotland, United Kingdom;Light Heavyweight Bout;Khalil Rountree Jr.
James Mulheron;Justin Willis;0;0;36 of 114;52 of 91;31%;57%;56 of 136;72 of 114;0 of 0;3 of 4;0%;75%;0;0;0;2;0;0;15 of 85;40 of 73;18 of 25;7 of 11;3 of 4;5 of 7;30 of 104;40 of 77;6 of 10;2 of 3;0 of 0;10 of 11;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;July 16, 2017;Glasgow, Scotland, United Kingdom;Heavyweight Bout;Justin Willis
Danny Roberts;Bobby Nash;1;0;24 of 65;25 of 63;36%;39%;29 of 71;46 of 91;0 of 1;2 of 5;0%;40%;0;0;0;1;0;0;14 of 46;15 of 45;7 of 14;5 of 12;3 of 5;5 of 6;18 of 54;18 of 53;5 of 8;7 of 10;1 of 3;0 of 0;KO/TKO;2;3:59;3 Rnd (5-5-5);Rich Mitchell;July 16, 2017;Glasgow, Scotland, United Kingdom;Welterweight Bout;Danny Roberts
Alexandre Pantoja;Neil Seery;1;0;119 of 227;82 of 183;52%;44%;131 of 239;90 of 192;1 of 1;0 of 2;100%;0%;1;0;2;0;0;0;57 of 145;72 of 170;38 of 54;7 of 9;24 of 28;3 of 4;83 of 182;68 of 160;35 of 44;12 of 19;1 of 1;2 of 4;Submission;3;2:31;3 Rnd (5-5-5);Grant Waterman;July 16, 2017;Glasgow, Scotland, United Kingdom;Flyweight Bout;Alexandre Pantoja
Charlie Ward;Galore Bofando;0;0;3 of 12;10 of 25;25%;40%;4 of 13;10 of 25;0 of 1;1 of 1;0%;100%;0;0;0;0;0;0;2 of 9;6 of 18;1 of 2;2 of 4;0 of 1;2 of 3;3 of 9;8 of 21;0 of 3;0 of 0;0 of 0;2 of 4;KO/TKO;1;2:10;3 Rnd (5-5-5);Marc Goddard;July 16, 2017;Glasgow, Scotland, United Kingdom;Welterweight Bout;Galore Bofando
Danny Henry;Daniel Teymur;1;0;93 of 174;69 of 129;53%;53%;153 of 243;78 of 139;1 of 3;0 of 2;33%;0%;2;0;8;0;0;0;69 of 139;44 of 99;18 of 29;8 of 8;6 of 6;17 of 22;49 of 118;50 of 102;6 of 8;12 of 18;38 of 48;7 of 9;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Grant Waterman;July 16, 2017;Glasgow, Scotland, United Kingdom;Lightweight Bout;Danny Henry
Brett Johns;Albert Morales;0;0;56 of 104;28 of 115;53%;24%;172 of 231;63 of 157;3 of 5;0 of 0;60%;0%;1;0;2;0;0;0;52 of 98;20 of 107;2 of 4;2 of 2;2 of 2;6 of 6;19 of 54;23 of 109;0 of 0;0 of 0;37 of 50;5 of 6;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;July 16, 2017;Glasgow, Scotland, United Kingdom;Bantamweight Bout;Brett Johns
Leslie Smith;Amanda Lemos;0;0;101 of 192;68 of 106;52%;64%;114 of 207;70 of 108;0 of 0;1 of 1;0%;100%;0;0;0;1;0;0;74 of 157;43 of 76;20 of 26;14 of 19;7 of 9;11 of 11;46 of 115;55 of 91;54 of 75;13 of 15;1 of 2;0 of 0;KO/TKO;2;2:53;3 Rnd (5-5-5);Rich Mitchell;July 16, 2017;Glasgow, Scotland, United Kingdom;Women's Bantamweight Bout;Leslie Smith
Yoel Romero;Robert Whittaker;0;0;48 of 107;74 of 221;44%;33%;114 of 175;94 of 244;4 of 18;0 of 0;22%;0%;0;0;0;1;0;0;20 of 68;46 of 163;12 of 18;23 of 52;16 of 21;5 of 6;41 of 100;59 of 195;3 of 3;7 of 12;4 of 4;8 of 14;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;July 08, 2017;Las Vegas, Nevada, USA;UFC Interim Middleweight Title Bout;Robert Whittaker
Fabricio Werdum;Alistair Overeem;1;0;49 of 115;21 of 38;42%;55%;107 of 176;29 of 46;1 of 3;0 of 0;33%;0%;0;0;1;0;0;0;28 of 84;15 of 32;9 of 17;5 of 5;12 of 14;1 of 1;37 of 94;18 of 35;5 of 11;3 of 3;7 of 10;0 of 0;Decision - Majority;3;5:00;3 Rnd (5-5-5);Herb Dean;July 08, 2017;Las Vegas, Nevada, USA;Heavyweight Bout;Alistair Overeem
Daniel Omielanczuk;Curtis Blaydes;0;0;51 of 132;72 of 168;38%;42%;68 of 149;94 of 194;0 of 1;0 of 13;0%;0%;0;0;0;0;0;0;29 of 105;41 of 135;17 of 20;23 of 25;5 of 7;8 of 8;36 of 113;39 of 129;15 of 19;20 of 26;0 of 0;13 of 13;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;July 08, 2017;Las Vegas, Nevada, USA;Heavyweight Bout;Curtis Blaydes
Anthony Pettis;Jim Miller;0;0;80 of 121;48 of 110;66%;43%;107 of 150;51 of 113;1 of 2;1 of 4;50%;25%;0;0;5;1;0;0;49 of 85;13 of 65;27 of 32;15 of 23;4 of 4;20 of 22;63 of 99;33 of 84;8 of 9;11 of 15;9 of 13;4 of 11;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;July 08, 2017;Las Vegas, Nevada, USA;Lightweight Bout;Anthony Pettis
Rob Font;Douglas Silva de Andrade;0;0;70 of 144;28 of 93;48%;30%;79 of 154;32 of 98;2 of 4;2 of 2;50%;100%;3;0;2;0;0;0;50 of 120;16 of 68;14 of 18;4 of 9;6 of 6;8 of 16;54 of 127;27 of 90;12 of 13;1 of 3;4 of 4;0 of 0;Submission;2;4:36;3 Rnd (5-5-5);Mark Smith;July 08, 2017;Las Vegas, Nevada, USA;Bantamweight Bout;Rob Font
Travis Browne;Aleksei Oleinik;1;1;35 of 71;53 of 85;49%;62%;37 of 74;132 of 172;1 of 1;3 of 4;100%;75%;0;2;1;3;0;0;17 of 48;35 of 67;16 of 21;18 of 18;2 of 2;0 of 0;25 of 59;23 of 51;10 of 11;16 of 18;0 of 1;14 of 16;Submission;2;3:44;3 Rnd (5-5-5);John McCarthy;July 08, 2017;Las Vegas, Nevada, USA;Heavyweight Bout;Aleksei Oleinik
Chad Laprise;Brian Camozzi;1;0;76 of 179;47 of 182;42%;25%;78 of 181;48 of 183;1 of 1;0 of 0;100%;0%;0;0;0;0;0;0;31 of 127;29 of 160;33 of 40;9 of 11;12 of 12;9 of 11;64 of 164;47 of 182;5 of 6;0 of 0;7 of 9;0 of 0;KO/TKO;3;1:27;3 Rnd (5-5-5);Herb Dean;July 08, 2017;Las Vegas, Nevada, USA;Welterweight Bout;Chad Laprise
Thiago Santos;Gerald Meerschaert;0;0;60 of 115;15 of 29;52%;51%;65 of 121;15 of 29;0 of 0;3 of 8;0%;37%;0;0;2;1;0;0;48 of 102;13 of 24;7 of 7;2 of 5;5 of 6;0 of 0;18 of 44;7 of 19;3 of 4;4 of 6;39 of 67;4 of 4;KO/TKO;2;2:04;3 Rnd (5-5-5);Marc Goddard;July 08, 2017;Las Vegas, Nevada, USA;Middleweight Bout;Thiago Santos
Jordan Mein;Belal Muhammad;0;0;36 of 61;45 of 110;59%;40%;49 of 74;116 of 194;1 of 6;4 of 12;16%;33%;1;0;0;3;1;0;4 of 26;30 of 87;6 of 7;13 of 20;26 of 28;2 of 3;35 of 60;27 of 85;1 of 1;13 of 18;0 of 0;5 of 7;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;July 08, 2017;Las Vegas, Nevada, USA;Welterweight Bout;Belal Muhammad
